,bbl,bin,bldg#,m,direction,house_num,street_name,street_type,zip,full_address
1113,1020090063,1060069,37,M,,2409,ADAM C POWELL,BOULEVARD,10030,2409 ADAM C POWELL BOULEVARD
1114,1020090064,1060069,38,M,,2407,ADAM C POWELL,BOULEVARD,10030,2407 ADAM C POWELL BOULEVARD
1115,1020130018,1060165,4,M,WEST,125,144,STREET,10030,125 WEST 144 STREET
1116,1020070045,1060039,44,M,WEST,116,139,STREET,10030,116 WEST 139 STREET
1117,1020070043,1060038,45,M,WEST,112,139,STREET,10030,112 WEST 139 STREET
1118,1020120025,1085366,48,,,669,LENOX,AVENUE,10037,669 LENOX AVENUE
1119,1020120025,1085367,49,,WEST,103,143,STREET,10030,103 WEST 143 STREET
1120,1020120025,1085367,49,,WEST,105,143,STREET,10030,105 WEST 143 STREET
1121,1020130016,1060164,5,M,WEST,129,144,STREET,10030,129 WEST 144 STREET
1122,1020130014,1060163,6,M,WEST,133,144,STREET,10030,133 WEST 144 STREET
1123,1020120052,1060150,7,M,WEST,148,144,STREET,10030,148 WEST 144 STREET
1124,1020120056,1060152,8,M,WEST,158,144,STREET,10030,158 WEST 144 STREET
1125,1020120058,1060154,9,M,WEST,162,144,STREET,10030,162 WEST 144 STREET
1126,1020090004,1060154,39,M,,2405,ADAM C POWELL,BOULEVARD,10030,2405 ADAM C POWELL BOULEVARD
1127,1020090003,1060154,40,M,,2403,ADAM C POWELL,BOULEVARD,10030,2403 ADAM C POWELL BOULEVARD
1128,1020090001,1060154,41,,,2401,ADAM C POWELL,BOULEVARD,10030,2401 ADAM C POWELL BOULEVARD
1129,1020090001,1060058,41,M,WEST,173,140,STREET,10030,173 WEST 140 STREET
1130,1020070057,1060048,42,M,WEST,138,139,STREET,10030,138 WEST 139 STREET
1131,1020070056,1060047,43,M,WEST,136,139,STREET,10030,136 WEST 139 STREET
1132,1020070042,1060037,46,M,WEST,110,139,STREET,10030,110 WEST 139 STREET
1133,1020110009,1076698,47,M,WEST,151,142,STREET,10030,151 WEST 142 STREET
1134,1020110009,1076698,47,,WEST,153,142,STREET,10030,153 WEST 142 STREET
1135,2026260001,2091326,1,M,,845,CAULDWELL,AVENUE,10456,845 CAULDWELL AVENUE
1136,2026260001,2091326,1,M,,851,CAULDWELL,AVENUE,10456,851 CAULDWELL AVENUE
1137,2026260001,2091326,1,M,,855,CAULDWELL,AVENUE,10456,855 CAULDWELL AVENUE
1138,2026260001,2091326,1,M,,861,CAULDWELL,AVENUE,10456,861 CAULDWELL AVENUE
1139,2026260001,2091326,1,M,,865,CAULDWELL,AVENUE,10456,865 CAULDWELL AVENUE
1140,2026260001,2091325,2,M,,821,CAULDWELL,AVENUE,10456,821 CAULDWELL AVENUE
1141,2026260001,2091325,2,M,,825,CAULDWELL,AVENUE,10456,825 CAULDWELL AVENUE
1142,2026260001,2091325,2,M,,829,CAULDWELL,AVENUE,10456,829 CAULDWELL AVENUE
1143,2026260001,2091328,3,M,EAST,611,158,STREET,10456,611 EAST 158 STREET
1144,2026260001,2091328,3,M,EAST,615,158,STREET,10456,615 EAST 158 STREET
1145,2026260001,2091328,3,M,EAST,625,158,STREET,10456,625 EAST 158 STREET
1146,2026260001,2091328,3,M,EAST,635,158,STREET,10456,635 EAST 158 STREET
1147,2026260001,2091328,3,M,EAST,645,158,STREET,10456,645 EAST 158 STREET
1148,2026260001,2091327,4,M,,854,EAGLE,AVENUE,10456,854 EAGLE AVENUE
1149,2026260001,2091327,4,M,,850,EAGLE,AVENUE,10456,850 EAGLE AVENUE
1150,2026260001,2091327,4,M,,844,EAGLE,AVENUE,10456,844 EAGLE AVENUE
1151,2026260001,2091327,4,M,,840,EAGLE,AVENUE,10456,840 EAGLE AVENUE
1152,2026260001,2091327,4,M,,834,EAGLE,AVENUE,10456,834 EAGLE AVENUE
1153,2026260001,2091327,4,M,,830,EAGLE,AVENUE,10456,830 EAGLE AVENUE
1154,2026960005,2091327,1,M,,839,REV JAMES POLITE,AVENUE,10456,839 REV JAMES POLITE AVENUE
1155,2026960005,2091327,1,M,,845,REV JAMES POLITE,AVENUE,10456,845 REV JAMES POLITE AVENUE
1156,2026960005,2091327,1,M,,851,REV JAMES POLITE,AVENUE,10456,851 REV JAMES POLITE AVENUE
1157,2026960005,2091327,1,M,,857,REV JAMES POLITE,AVENUE,10456,857 REV JAMES POLITE AVENUE
1158,2026960005,2091327,1,M,,863,REV JAMES POLITE,AVENUE,10456,863 REV JAMES POLITE AVENUE
1159,2026960005,2091327,1,M,,869,REV JAMES POLITE,AVENUE,10456,869 REV JAMES POLITE AVENUE
1160,2026960005,2091327,1,M,,875,REV JAMES POLITE,AVENUE,10456,875 REV JAMES POLITE AVENUE
1161,2026960005,2091327,1,M,,881,REV JAMES POLITE,AVENUE,10456,881 REV JAMES POLITE AVENUE
1162,2026960005,2092001,2,M,,820,HEWITT,PLACE,10459,820 HEWITT PLACE
1163,2026960005,2092001,2,M,,826,HEWITT,PLACE,10459,826 HEWITT PLACE
1164,2026960005,2092001,2,M,,832,HEWITT,PLACE,10459,832 HEWITT PLACE
1165,2026960005,2092001,2,M,,840,HEWITT,PLACE,10459,840 HEWITT PLACE
1166,2026960005,2092001,2,M,,846,HEWITT,PLACE,10459,846 HEWITT PLACE
1167,2026960005,2092001,2,M,,852,HEWITT,PLACE,10459,852 HEWITT PLACE
1168,3013790052,3036873,2,,,1487,SAINT JOHNS,PLACE,11213,1487 SAINT JOHNS PLACE
1169,3013790063,3036877,1,M,,1483,SAINT JOHNS,PLACE,11213,1483 SAINT JOHNS PLACE
1170,3013790055,3036875,2,M,,1491,SAINT JOHNS,PLACE,11213,1491 SAINT JOHNS PLACE
1171,3013790031,3036861,3,M,,1506,STERLING,PLACE,11213,1506 STERLING PLACE
1172,3013730054,3036569,4,M,,1511,STERLING,PLACE,11213,1511 STERLING PLACE
1173,3013810018,3036911,5,M,,1640,STERLING,PLACE,11233,1640 STERLING PLACE
1174,3013790008,3036855,1,M,,1448,STERLING,PLACE,11213,1448 STERLING PLACE
1175,3013790011,3036856,2,M,,1452,STERLING,PLACE,11213,1452 STERLING PLACE
1176,3013800025,3036888,3,M,,1568,STERLING,PLACE,11213,1568 STERLING PLACE
1177,3013800028,3036889,4,M,,1578,STERLING,PLACE,11213,1578 STERLING PLACE
1178,3013800031,3036890,5,M,,1588,STERLING,PLACE,11213,1588 STERLING PLACE
1179,3013800034,3036891,6,M,,1598,STERLING,PLACE,11213,1598 STERLING PLACE
