,development_name,borough,total_units,transferred_date,address,street_number,street_name,full_address,violationid,buildingid,registrationid,boroid,housenumber,lowhousenumber,highhousenumber,streetname,class,inspectiondate,approveddate,originalcertifybydate,originalcorrectbydate,newcertifybydate,newcorrectbydate,certifieddate,ordernumber,novid,novdescription,novissueddate,currentstatusid,currentstatus,currentstatusdate,novtype,violationstatus,rentimpairing,inspectiondate_year,novissued_year,date_pulled,no_days_open,one_yr_post_transfer
49,344 EAST 28TH STREET,MANHATTAN,225,2020-11-30,344GAR EAST 28 STREET,344.0,EAST 28 STREET,344 EAST 28 STREET,17482358,603,144838.0,1,344,334,350,EAST 28 STREET,B,2024-11-29,2024-12-02,01/21/2025,01/07/2025,,,,509.0,9496146.0,"§ 27-2005 ADM CODE PROPERLY SECURE THE LOOSE UPPER CABINETS AT NORTH WALL IN THE KITCHEN LOCATED AT APT 8A, 8th STORY, 1st APARTMENT FROM EAST AT SOUTH",2024-12-03,19.0,VIOLATION CLOSED,2025-09-29,Original,Close,N,2024,2024.0,2025-10-06,300.0,2021-11-30
58,344 EAST 28TH STREET,MANHATTAN,225,2020-11-30,344GAR EAST 28 STREET,344.0,EAST 28 STREET,344 EAST 28 STREET,14701898,603,144838.0,1,344,334,350,EAST 28 STREET,C,2021-12-01,2021-12-01,12/14/2021,12/02/2021,,,,670.0,7563643.0,"§ 27-2031 ADM CODE PROVIDE HOT WATER AT ALL HOT WATER FIXTURES IN THE 3rd ROOM FROM NORTH LOCATED AT APT 7A, 7th STORY, 1st APARTMENT FROM EAST AT SOUTH",2021-12-02,19.0,VIOLATION CLOSED,2021-12-28,Original,Close,Y,2021,2021.0,2025-10-06,26.0,2021-11-30
59,344 EAST 28TH STREET,MANHATTAN,225,2020-11-30,344GAR EAST 28 STREET,344.0,EAST 28 STREET,344 EAST 28 STREET,14734607,603,144838.0,1,344,334,350,EAST 28 STREET,C,2021-12-20,2021-12-20,01/02/2022,12/21/2021,,,12/28/2021,670.0,7584428.0,"§ 27-2031 ADM CODE PROVIDE HOT WATER AT ALL HOT WATER FIXTURES IN THE ENTIRE APARTMENT LOCATED AT APT 22A, 22nd STORY, 1st APARTMENT FROM EAST AT SOUTH",2021-12-21,9.0,VIOLATION DISMISSED,2022-01-07,Original,Close,Y,2021,2021.0,2025-10-06,17.0,2021-11-30
60,344 EAST 28TH STREET,MANHATTAN,225,2020-11-30,344GAR EAST 28 STREET,344.0,EAST 28 STREET,344 EAST 28 STREET,15375704,603,144838.0,1,344,334,350,EAST 28 STREET,A,2022-09-19,2022-09-19,01/07/2023,12/24/2022,,,09/21/2022,529.0,8043139.0,"§ 27-2005 ADM CODE REFIT CLOSET DOOR IN THE 1st ROOM FROM NORTH LOCATED AT APT 22D, 22nd STORY, 1st APARTMENT FROM SOUTH AT WEST",2022-09-20,9.0,VIOLATION DISMISSED,2022-12-02,Original,Close,N,2022,2022.0,2025-10-06,73.0,2021-11-30
61,344 EAST 28TH STREET,MANHATTAN,225,2020-11-30,344GAR EAST 28 STREET,344.0,EAST 28 STREET,344 EAST 28 STREET,15664620,603,144838.0,1,344,334,350,EAST 28 STREET,C,2023-01-15,2023-01-15,01/30/2023,01/23/2023,,,,502.0,8252992.0,"§ 27-2005 ADM CODE PROPERLY REPAIR WITH SIMILAR MATERIAL THE BROKEN OR DEFECTIVE ROTTED WOOD FLOOR IN THE KITCHEN LOCATED AT APT APT9D9, 9th STORY, 1st APARTMENT FROM NORTH AT EAST",2023-01-17,19.0,VIOLATION CLOSED,2024-05-17,Original,Close,N,2023,2023.0,2025-10-06,486.0,2021-11-30
62,344 EAST 28TH STREET,MANHATTAN,225,2020-11-30,344GAR EAST 28 STREET,344.0,EAST 28 STREET,344 EAST 28 STREET,16150987,603,144838.0,1,344,334,350,EAST 28 STREET,B,2023-08-09,2023-08-09,09/28/2023,09/14/2023,,,,508.0,8593528.0,"§ 27-2005 ADM CODE REPAIR THE BROKEN OR DEFECTIVE PLASTERED SURFACES AND PAINT IN A UNIFORM COLOR AT CEILING IN THE BATHROOM LOCATED AT APT 13F, 13th STORY, 2nd APARTMENT FROM WEST AT NORTH",2023-08-10,11.0,VIOLATION WILL BE REINSPECTED,2025-09-30,Original,Open,N,2023,2023.0,2025-10-06,788.0,2021-11-30
63,344 EAST 28TH STREET,MANHATTAN,225,2020-11-30,344GAR EAST 28 STREET,344.0,EAST 28 STREET,344 EAST 28 STREET,16167768,603,144838.0,1,344,334,350,EAST 28 STREET,C,2023-08-17,2023-08-18,09/21/2023,09/16/2023,,,,569.0,8605707.0,"HMC ADM CODE: § 27-2017.4 ABATE THE INFESTATION CONSISTING OF MICE IN THE ENTIRE APARTMENT LOCATED AT APT 8A, 8th STORY, 1st APARTMENT FROM EAST AT SOUTH",2023-08-21,20.0,DEFECT LETTER ISSUED,2025-09-29,Original,Open,N,2023,2023.0,2025-10-06,777.0,2021-11-30
64,344 EAST 28TH STREET,MANHATTAN,225,2020-11-30,344GAR EAST 28 STREET,344.0,EAST 28 STREET,344 EAST 28 STREET,16182595,603,144838.0,1,344,334,350,EAST 28 STREET,C,2023-08-24,2023-09-02,09/24/2023,09/19/2023,,,,530.0,8623042.0,"§ 27-2005, 27-2007, 27-2041.1 HMC, §238, § 309; § 107 (2) ( C) MDL AND 28 RCNY §25-171: REPLACE OR REPAIR THE SELF-CLOSING DOORS THAT IS MISSING OR DEFECTIVE HINGES IN THE ENTRANCE LOCATED AT APT 10J, 10th STORY, 1st APARTMENT FROM NORTH AT EAST",2023-09-05,9.0,VIOLATION DISMISSED,2023-11-12,Original,Close,N,2023,2023.0,2025-10-06,68.0,2021-11-30
65,344 EAST 28TH STREET,MANHATTAN,225,2020-11-30,344GAR EAST 28 STREET,344.0,EAST 28 STREET,344 EAST 28 STREET,16322220,603,144838.0,1,344,334,350,EAST 28 STREET,C,2023-10-19,2023-10-20,11/05/2023,10/29/2023,,,10/24/2023,501.0,8694716.0,"§ 27-2005 HMC: PROPERLY REPAIR OR REPLACE THE BROKEN OR DEFECTIVE MORTISE LOCK AT DOOR IN THE ENTRANCE LOCATED AT APT 20G, 20th STORY, 3rd APARTMENT FROM WEST AT NORTH",2023-10-23,9.0,VIOLATION DISMISSED,2024-01-04,Original,Close,N,2023,2023.0,2025-10-06,73.0,2021-11-30
66,344 EAST 28TH STREET,MANHATTAN,225,2020-11-30,344GAR EAST 28 STREET,344.0,EAST 28 STREET,344 EAST 28 STREET,17353160,603,144838.0,1,344,334,350,EAST 28 STREET,B,2024-10-17,2024-10-17,12/06/2024,11/22/2024,,,,506.0,9386509.0,"§ 27-2005 ADM CODE REPLACE WITH NEW THE MISSING LOWER SINK BASE CABINET AND UPPER WALL CABINET AT NORTH WALL IN THE KITCHEN LOCATED AT APT 8A, 8th STORY, 1st APARTMENT FROM EAST AT SOUTH",2024-10-18,19.0,VIOLATION CLOSED,2025-09-29,Original,Close,N,2024,2024.0,2025-10-06,346.0,2021-11-30
67,344 EAST 28TH STREET,MANHATTAN,225,2020-11-30,344GAR EAST 28 STREET,344.0,EAST 28 STREET,344 EAST 28 STREET,17353163,603,144838.0,1,344,334,350,EAST 28 STREET,C,2024-10-17,2024-10-17,11/18/2024,11/13/2024,,,10/30/2024,569.0,9386510.0,"HMC ADM CODE: § 27-2017.4 ABATE THE INFESTATION CONSISTING OF MICE IN THE ENTIRE APARTMENT LOCATED AT APT 8A, 8th STORY, 1st APARTMENT FROM EAST AT SOUTH",2024-10-18,9.0,VIOLATION DISMISSED,2025-01-10,Original,Close,N,2024,2024.0,2025-10-06,84.0,2021-11-30
69,344 EAST 28TH STREET,MANHATTAN,225,2020-11-30,344GAR EAST 28 STREET,344.0,EAST 28 STREET,344 EAST 28 STREET,14701899,603,144838.0,1,344,334,350,EAST 28 STREET,C,2021-12-01,2021-12-01,12/15/2021,12/08/2021,,,12/13/2021,672.0,7563727.0,"§ 27-2033 ADM CODE PROVIDE READY ACCESS TO BUILDINGS HEATING SYSTEM DOOR TO BOILER ROOM LOCKED AT PUBLIC HALL AT BOILER ROOM, 1st STORY",2021-12-02,9.0,VIOLATION DISMISSED,2022-02-23,Original,Close,N,2021,2021.0,2025-10-06,83.0,2021-11-30
70,344 EAST 28TH STREET,MANHATTAN,225,2020-11-30,344GAR EAST 28 STREET,344.0,EAST 28 STREET,344 EAST 28 STREET,14711060,603,144838.0,1,344,334,350,EAST 28 STREET,C,2021-12-06,2021-12-06,12/19/2021,12/07/2021,,,,670.0,7568675.0,"§ 27-2031 ADM CODE PROVIDE HOT WATER AT ALL HOT WATER FIXTURES IN THE ENTIRE APARTMENT LOCATED AT APT 22A, 22nd STORY, 1st APARTMENT FROM EAST AT SOUTH",2021-12-07,19.0,VIOLATION CLOSED,2021-12-31,Original,Close,Y,2021,2021.0,2025-10-06,24.0,2021-11-30
71,344 EAST 28TH STREET,MANHATTAN,225,2020-11-30,344GAR EAST 28 STREET,344.0,EAST 28 STREET,344 EAST 28 STREET,14711061,603,144838.0,1,344,334,350,EAST 28 STREET,C,2021-12-06,2021-12-07,01/08/2022,01/03/2022,,,12/28/2021,790.0,7569933.0,"§ 27-2043.1 HMC INSTALL THE MISSING OR REPAIR/REPLACE THE DEFECTIVE WINDOW GUARD(S) IN ACCORDANCE WITH THE SPECIFICATIONS OF THE NEW YORK CITY HEALTH CODE SECTION 24 RCNY CHAPTER 12. WG TO INSTALL = 2, WG TO REPLACE = 0, WG TO REPAIR = 0 IN THE ENTIRE APARTMENT LOCATED AT APT 22A, 22nd STORY, 1st APARTMENT FROM EAST AT SOUTH",2021-12-08,9.0,VIOLATION DISMISSED,2022-03-10,Original,Close,N,2021,2021.0,2025-10-06,92.0,2021-11-30
72,344 EAST 28TH STREET,MANHATTAN,225,2020-11-30,344GAR EAST 28 STREET,344.0,EAST 28 STREET,344 EAST 28 STREET,14823919,603,144838.0,1,344,334,350,EAST 28 STREET,B,2022-02-11,2022-02-11,04/04/2022,03/21/2022,,,03/28/2022,577.0,7638020.0,"§ 27-2024 ADM CODE PROVIDE ADEQUATE SUPPLY OF HOT WATER FOR THE FIXTURES AT BATHTUB IN THE BATHROOM LOCATED AT APT 24B, 24th STORY, 2nd APARTMENT FROM EAST AT SOUTH",2022-02-14,9.0,VIOLATION DISMISSED,2022-06-08,Original,Close,Y,2022,2022.0,2025-10-06,114.0,2021-11-30
73,344 EAST 28TH STREET,MANHATTAN,225,2020-11-30,344GAR EAST 28 STREET,344.0,EAST 28 STREET,344 EAST 28 STREET,14823920,603,144838.0,1,344,334,350,EAST 28 STREET,B,2022-02-11,2022-02-11,04/04/2022,03/21/2022,,,03/28/2022,508.0,7638020.0,"§ 27-2005 ADM CODE REPAIR THE BROKEN OR DEFECTIVE PLASTERED SURFACES AND PAINT IN A UNIFORM COLOR AT EAST WALL IN THE KITCHEN LOCATED AT APT 24B, 24th STORY, 2nd APARTMENT FROM EAST AT SOUTH",2022-02-14,9.0,VIOLATION DISMISSED,2022-06-08,Original,Close,N,2022,2022.0,2025-10-06,114.0,2021-11-30
74,344 EAST 28TH STREET,MANHATTAN,225,2020-11-30,344GAR EAST 28 STREET,344.0,EAST 28 STREET,344 EAST 28 STREET,15470501,603,144838.0,1,344,334,350,EAST 28 STREET,I,2022-11-02,2022-11-02,,,,,,780.0,,"§27-2107 ADM CODE OWNER FAILED TO FILE A VALID REGISTRATION STATEMENT WITH THE DEPARTMENT AS REQUIRED BY ADM CODE §27-2097 AND IS THEREFORE SUBJECT TO CIVIL PENALTIES, PROHIBITED FROM CERTIFYING VIOLATIONS, AND DENIED THE RIGHT TO RECOVER POSSESSION OF PREMISES FOR NONPAYMENT OF RENT UNTIL A VALID REGISTRATION STATEMENT IS FILED.",,9.0,VIOLATION DISMISSED,2022-11-03,,Close,N,2022,,2025-10-06,,2021-11-30
75,344 EAST 28TH STREET,MANHATTAN,225,2020-11-30,344GAR EAST 28 STREET,344.0,EAST 28 STREET,344 EAST 28 STREET,15610875,603,144838.0,1,344,334,350,EAST 28 STREET,C,2022-12-14,2022-12-14,12/27/2022,12/15/2022,,,12/16/2022,666.0,8219193.0,"§ 27-2029 ADM CODE PROVIDE AN ADEQUATE SUPPLY OF HEAT FOR THE APARTMENT IN THE ENTIRE APARTMENT LOCATED AT APT 2A, 2nd STORY, 2nd APARTMENT FROM EAST AT SOUTH",2022-12-15,9.0,VIOLATION DISMISSED,2023-02-27,Original,Close,Y,2022,2022.0,2025-10-06,74.0,2021-11-30
76,344 EAST 28TH STREET,MANHATTAN,225,2020-11-30,344GAR EAST 28 STREET,344.0,EAST 28 STREET,344 EAST 28 STREET,15999382,603,144838.0,1,344,334,350,EAST 28 STREET,C,2023-05-24,2023-05-26,06/18/2023,06/13/2023,,,,530.0,8501663.0,"§ 27-2005, 27-2007, 27-2041.1 HMC, §238, § 309; § 107 (2) ( C) MDL AND 28 RCNY §25-171: REPLACE OR REPAIR THE SELF-CLOSING DOORS THAT IS MISSING OR DEFECTIVE DOOR IN THE ENTRANCE LOCATED AT APT 23D, 23rd STORY, 1st APARTMENT FROM SOUTH AT WEST",2023-05-30,19.0,VIOLATION CLOSED,2024-05-17,Original,Close,N,2023,2023.0,2025-10-06,353.0,2021-11-30
77,344 EAST 28TH STREET,MANHATTAN,225,2020-11-30,344GAR EAST 28 STREET,344.0,EAST 28 STREET,344 EAST 28 STREET,16081931,603,144838.0,1,344,334,350,EAST 28 STREET,C,2023-07-06,2023-07-07,07/29/2023,07/24/2023,,,07/21/2023,530.0,8551114.0,"§ 27-2005, 27-2007, 27-2041.1 HMC, §238, § 309; § 107 (2) ( C) MDL AND 28 RCNY §25-171: REPLACE OR REPAIR THE SELF-CLOSING DOORS THAT IS MISSING OR DEFECTIVE IN THE ENTRANCE LOCATED AT APT 8A, 8th STORY, 1st APARTMENT FROM EAST AT SOUTH",2023-07-10,9.0,VIOLATION DISMISSED,2023-10-02,Original,Close,N,2023,2023.0,2025-10-06,84.0,2021-11-30
78,344 EAST 28TH STREET,MANHATTAN,225,2020-11-30,344GAR EAST 28 STREET,344.0,EAST 28 STREET,344 EAST 28 STREET,16150989,603,144838.0,1,344,334,350,EAST 28 STREET,B,2023-08-09,2023-08-09,09/28/2023,09/14/2023,,,,508.0,8593528.0,"§ 27-2005 ADM CODE REPAIR THE BROKEN OR DEFECTIVE PLASTERED SURFACES AND PAINT IN A UNIFORM COLOR AT WEST WALL IN THE 2nd ROOM FROM EAST LOCATED AT APT 13F, 13th STORY, 2nd APARTMENT FROM WEST AT NORTH",2023-08-10,11.0,VIOLATION WILL BE REINSPECTED,2025-09-30,Original,Open,N,2023,2023.0,2025-10-06,788.0,2021-11-30
79,344 EAST 28TH STREET,MANHATTAN,225,2020-11-30,344GAR EAST 28 STREET,344.0,EAST 28 STREET,344 EAST 28 STREET,16150990,603,144838.0,1,344,334,350,EAST 28 STREET,B,2023-08-09,2023-08-09,09/28/2023,09/14/2023,,,,508.0,8593528.0,"§ 27-2005 ADM CODE REPAIR THE BROKEN OR DEFECTIVE PLASTERED SURFACES AND PAINT IN A UNIFORM COLOR AT EAST WALL IN THE 1st ROOM FROM EAST LOCATED AT APT 13F, 13th STORY, 2nd APARTMENT FROM WEST AT NORTH",2023-08-10,11.0,VIOLATION WILL BE REINSPECTED,2025-09-30,Original,Open,N,2023,2023.0,2025-10-06,788.0,2021-11-30
80,344 EAST 28TH STREET,MANHATTAN,225,2020-11-30,344GAR EAST 28 STREET,344.0,EAST 28 STREET,344 EAST 28 STREET,16240875,603,144838.0,1,344,334,350,EAST 28 STREET,B,2023-09-18,2024-10-11,12/03/2024,11/19/2024,,,10/23/2024,570.0,9378477.0,"HMC ADM CODE: § 27-2017.4 ABATE THE INFESTATION CONSISTING OF BEDBUGS IN THE ENTIRE APARTMENT LOCATED AT APT 8G, 8th STORY, 3rd APARTMENT FROM WEST AT NORTH",2024-10-15,9.0,VIOLATION DISMISSED,2025-01-03,Original,Close,N,2023,2024.0,2025-10-06,80.0,2021-11-30
81,344 EAST 28TH STREET,MANHATTAN,225,2020-11-30,344GAR EAST 28 STREET,344.0,EAST 28 STREET,344 EAST 28 STREET,17139796,603,144838.0,1,344,334,350,EAST 28 STREET,C,2024-07-25,2024-07-26,08/17/2024,08/12/2024,,,,530.0,9262718.0,"§ 27-2005, 27-2007, 27-2041.1 HMC, §238, § 309; § 107 (2) ( C) MDL AND 28 RCNY §25-171: REPLACE OR REPAIR THE SELF-CLOSING DOORS THAT IS MISSING OR DEFECTIVE HINGES AT DOOR LEADING TO REAR YARD AT PUBLIC HALL, 1st STORY",2024-07-29,19.0,VIOLATION CLOSED,2024-08-28,Original,Close,N,2024,2024.0,2025-10-06,30.0,2021-11-30
82,344 EAST 28TH STREET,MANHATTAN,225,2020-11-30,344GAR EAST 28 STREET,344.0,EAST 28 STREET,344 EAST 28 STREET,17139797,603,144838.0,1,344,334,350,EAST 28 STREET,B,2024-07-25,2024-07-26,09/16/2024,09/02/2024,,,08/26/2024,504.0,9262715.0,"§ 27-2005 ADM CODE PROVIDE HEAVY DUTY LATCH SET AND ASSEMBLY AT DOOR LEADING TO REAR YARD AT PUBLIC HALL, 1st STORY",2024-07-29,9.0,VIOLATION DISMISSED,2024-11-06,Original,Close,N,2024,2024.0,2025-10-06,100.0,2021-11-30
83,344 EAST 28TH STREET,MANHATTAN,225,2020-11-30,344GAR EAST 28 STREET,344.0,EAST 28 STREET,344 EAST 28 STREET,17192730,603,144838.0,1,344,334,350,EAST 28 STREET,B,2024-08-14,2024-08-14,10/03/2024,09/19/2024,,,08/27/2024,501.0,9290119.0,"§ 27-2005 HMC: PROPERLY REPAIR OR REPLACE THE BROKEN OR DEFECTIVE RUBBER GASKETS AT UPPER AND LOWER REFRIGERATOR DOORS IN THE KITCHEN LOCATED AT APT 23D, 23rd STORY, 1st APARTMENT FROM SOUTH AT WEST",2024-08-15,9.0,VIOLATION DISMISSED,2024-11-07,Original,Close,N,2024,2024.0,2025-10-06,84.0,2021-11-30
84,344 EAST 28TH STREET,MANHATTAN,225,2020-11-30,344GAR EAST 28 STREET,344.0,EAST 28 STREET,344 EAST 28 STREET,17353162,603,144838.0,1,344,334,350,EAST 28 STREET,C,2024-10-17,2024-10-17,11/18/2024,11/13/2024,,,10/30/2024,568.0,9386510.0,"HMC ADM CODE: § 27-2017.4 ABATE THE INFESTATION CONSISTING OF ROACHES IN THE ENTIRE APARTMENT LOCATED AT APT 8A, 8th STORY, 1st APARTMENT FROM EAST AT SOUTH",2024-10-18,9.0,VIOLATION DISMISSED,2025-01-10,Original,Close,N,2024,2024.0,2025-10-06,84.0,2021-11-30
85,344 EAST 28TH STREET,MANHATTAN,225,2020-11-30,344GAR EAST 28 STREET,344.0,EAST 28 STREET,344 EAST 28 STREET,17885008,603,144838.0,1,344,334,350,EAST 28 STREET,B,2025-05-09,2025-05-12,07/01/2025,06/17/2025,,,,508.0,9754306.0,"§ 27-2005 ADM CODE REPAIR THE BROKEN OR DEFECTIVE PLASTERED SURFACES AND PAINT IN A UNIFORM COLOR AT NORTH WALL IN THE BATHROOM LOCATED AT APT 6D, 6th STORY, 1st APARTMENT FROM SOUTH AT WEST",2025-05-13,11.0,VIOLATION WILL BE REINSPECTED,2025-09-30,Original,Open,N,2025,2025.0,2025-10-06,146.0,2021-11-30
86,344 EAST 28TH STREET,MANHATTAN,225,2020-11-30,344GAR EAST 28 STREET,344.0,EAST 28 STREET,344 EAST 28 STREET,16678603,603,144838.0,1,344,334,350,EAST 28 STREET,B,2024-02-16,2024-02-16,04/09/2024,03/26/2024,,,,529.0,8947290.0,"§ 27-2005 HMC: REFIT ENTRANCE DOOR IN THE 3rd ROOM FROM NORTH LOCATED AT APT 8A, 8th STORY, 1st APARTMENT FROM EAST AT SOUTH",2024-02-20,19.0,VIOLATION CLOSED,2025-09-29,Original,Close,N,2024,2024.0,2025-10-06,587.0,2021-11-30
87,344 EAST 28TH STREET,MANHATTAN,225,2020-11-30,344GAR EAST 28 STREET,344.0,EAST 28 STREET,344 EAST 28 STREET,16678605,603,144838.0,1,344,334,350,EAST 28 STREET,B,2024-02-16,2024-02-16,04/09/2024,03/26/2024,,,,501.0,8947290.0,"§ 27-2005 HMC: PROPERLY REPAIR OR REPLACE THE BROKEN OR DEFECTIVE DOOR HANDLE IN THE ENTRANCE LOCATED AT APT 8A, 8th STORY, 1st APARTMENT FROM EAST AT SOUTH",2024-02-20,19.0,VIOLATION CLOSED,2025-09-29,Original,Close,N,2024,2024.0,2025-10-06,587.0,2021-11-30
88,344 EAST 28TH STREET,MANHATTAN,225,2020-11-30,344GAR EAST 28 STREET,344.0,EAST 28 STREET,344 EAST 28 STREET,16150992,603,144838.0,1,344,334,350,EAST 28 STREET,B,2023-08-09,2023-08-09,09/28/2023,09/14/2023,,,,501.0,8593528.0,"§ 27-2005 HMC: PROPERLY REPAIR OR REPLACE THE BROKEN OR DEFECTIVE SPRING BALANCE AT LOWER WINDOW SASH AT NORTH WALL IN THE 1st ROOM FROM EAST LOCATED AT APT 13F, 13th STORY, 2nd APARTMENT FROM WEST AT NORTH",2023-08-10,11.0,VIOLATION WILL BE REINSPECTED,2025-09-30,Original,Open,N,2023,2023.0,2025-10-06,788.0,2021-11-30
89,344 EAST 28TH STREET,MANHATTAN,225,2020-11-30,344GAR EAST 28 STREET,344.0,EAST 28 STREET,344 EAST 28 STREET,16150993,603,144838.0,1,344,334,350,EAST 28 STREET,C,2023-08-09,2023-08-09,09/10/2023,09/05/2023,,,,568.0,8593530.0,"HMC ADM CODE: § 27-2017.4 ABATE THE INFESTATION CONSISTING OF ROACHES IN THE ENTIRE APARTMENT LOCATED AT APT 13F, 13th STORY, 2nd APARTMENT FROM WEST AT NORTH",2023-08-10,11.0,VIOLATION WILL BE REINSPECTED,2025-09-30,Original,Open,N,2023,2023.0,2025-10-06,788.0,2021-11-30
90,344 EAST 28TH STREET,MANHATTAN,225,2020-11-30,344GAR EAST 28 STREET,344.0,EAST 28 STREET,344 EAST 28 STREET,16150995,603,144838.0,1,344,334,350,EAST 28 STREET,B,2023-08-09,2023-08-09,09/28/2023,09/14/2023,,,,501.0,8593528.0,"§ 27-2005 HMC: PROPERLY REPAIR OR REPLACE THE BROKEN OR DEFECTIVE SPRING BALANCE AT LOWER SASH WINDOW AT SOUTH WALL IN THE KITCHEN LOCATED AT APT 13F, 13th STORY, 2nd APARTMENT FROM WEST AT NORTH",2023-08-10,11.0,VIOLATION WILL BE REINSPECTED,2025-09-30,Original,Open,N,2023,2023.0,2025-10-06,788.0,2021-11-30
93,344 EAST 28TH STREET,MANHATTAN,225,2020-11-30,344GAR EAST 28 STREET,344.0,EAST 28 STREET,344 EAST 28 STREET,15375705,603,144838.0,1,344,334,350,EAST 28 STREET,C,2022-09-19,2022-09-19,10/21/2022,10/16/2022,,,,568.0,8043140.0,"HMC ADM CODE: § 27-2017.4 ABATE THE INFESTATION CONSISTING OF ROACHES IN THE ENTIRE APARTMENT LOCATED AT APT 22D, 22nd STORY, 1st APARTMENT FROM SOUTH AT WEST",2022-09-20,19.0,VIOLATION CLOSED,2023-04-17,Original,Close,N,2022,2022.0,2025-10-06,209.0,2021-11-30
94,344 EAST 28TH STREET,MANHATTAN,225,2020-11-30,344GAR EAST 28 STREET,344.0,EAST 28 STREET,344 EAST 28 STREET,15610876,603,144838.0,1,344,334,350,EAST 28 STREET,C,2022-12-14,2022-12-14,12/27/2022,12/15/2022,,,12/16/2022,670.0,8219193.0,"§ 27-2031 ADM CODE PROVIDE HOT WATER AT ALL HOT WATER FIXTURES IN THE ENTIRE APARTMENT LOCATED AT APT 2A, 2nd STORY, 2nd APARTMENT FROM EAST AT SOUTH",2022-12-15,9.0,VIOLATION DISMISSED,2023-02-27,Original,Close,Y,2022,2022.0,2025-10-06,74.0,2021-11-30
95,344 EAST 28TH STREET,MANHATTAN,225,2020-11-30,344GAR EAST 28 STREET,344.0,EAST 28 STREET,344 EAST 28 STREET,16081930,603,144838.0,1,344,334,350,EAST 28 STREET,A,2023-07-06,2023-07-07,10/27/2023,10/13/2023,,,07/21/2023,529.0,8551112.0,"§ 27-2005 HMC: REFIT ENTRANCE DOOR IN THE 2nd ROOM FROM NORTH AT EAST LOCATED AT APT 8A, 8th STORY, 1st APARTMENT FROM EAST AT SOUTH",2023-07-10,9.0,VIOLATION DISMISSED,2023-10-02,Original,Close,N,2023,2023.0,2025-10-06,84.0,2021-11-30
96,344 EAST 28TH STREET,MANHATTAN,225,2020-11-30,344GAR EAST 28 STREET,344.0,EAST 28 STREET,344 EAST 28 STREET,16150991,603,144838.0,1,344,334,350,EAST 28 STREET,A,2023-08-09,2023-08-09,11/27/2023,11/13/2023,,,,579.0,8593527.0,"§ 27-2026 ADM CODE REPAIR THE LEAKY AND/OR DEFECTIVE FAUCETS AT SINK IN THE KITCHEN LOCATED AT APT 13F, 13th STORY, 2nd APARTMENT FROM WEST AT NORTH",2023-08-10,11.0,VIOLATION WILL BE REINSPECTED,2025-09-30,Original,Open,N,2023,2023.0,2025-10-06,788.0,2021-11-30
97,344 EAST 28TH STREET,MANHATTAN,225,2020-11-30,344GAR EAST 28 STREET,344.0,EAST 28 STREET,344 EAST 28 STREET,16150988,603,144838.0,1,344,334,350,EAST 28 STREET,B,2023-08-09,2023-08-09,09/28/2023,09/14/2023,,,,508.0,8593528.0,"§ 27-2005 ADM CODE REPAIR THE BROKEN OR DEFECTIVE PLASTERED SURFACES AND PAINT IN A UNIFORM COLOR AT SOUTH AND EAST WALLS IN THE BATHROOM LOCATED AT APT 13F, 13th STORY, 2nd APARTMENT FROM WEST AT NORTH",2023-08-10,11.0,VIOLATION WILL BE REINSPECTED,2025-09-30,Original,Open,N,2023,2023.0,2025-10-06,788.0,2021-11-30
98,344 EAST 28TH STREET,MANHATTAN,225,2020-11-30,344GAR EAST 28 STREET,344.0,EAST 28 STREET,344 EAST 28 STREET,16151546,603,144838.0,1,344,334,350,EAST 28 STREET,C,2023-08-09,2023-08-09,09/10/2023,09/05/2023,,,,569.0,8593529.0,"HMC ADM CODE: § 27-2017.4 ABATE THE INFESTATION CONSISTING OF MICE IN THE ENTIRE APARTMENT LOCATED AT APT 8ATHEY, 8th STORY, 1st APARTMENT FROM EAST AT SOUTH",2023-08-10,20.0,DEFECT LETTER ISSUED,2025-09-29,Original,Open,N,2023,2023.0,2025-10-06,788.0,2021-11-30
99,344 EAST 28TH STREET,MANHATTAN,225,2020-11-30,344GAR EAST 28 STREET,344.0,EAST 28 STREET,344 EAST 28 STREET,16182594,603,144838.0,1,344,334,350,EAST 28 STREET,B,2023-08-24,2023-08-24,10/13/2023,09/29/2023,,,10/06/2023,508.0,8612999.0,"§ 27-2005 ADM CODE REPAIR THE BROKEN OR DEFECTIVE PLASTERED SURFACES AND PAINT IN A UNIFORM COLOR THE CEILING AND SOUTH WALL IN THE BATHROOM LOCATED AT APT 10J, 10th STORY, 1st APARTMENT FROM NORTH AT EAST",2023-08-25,9.0,VIOLATION DISMISSED,2023-12-18,Original,Close,N,2023,2023.0,2025-10-06,115.0,2021-11-30
