building_name,borough,total_units,tds,transferred_date,page_number,bbl,bldg,m,address,zip_code,cd_,fc_,ss_,sa_,cc_,bin,3018020043,12,250_lexington_avenue,11216,3,08,25,57,36,3050586,3018040010,390_lexington_avenue,56,3322214,3021450001,45_south_10th_street,11249,1,07,18,50,34,3000000,2022690100,8,401_saint_anns_avenue,10454,14,29,84,2090993,2022870135,490_east_143rd_street,15,2000433,1021070059,1949_amsterdam_avenue,10032,13,31,71,10,1062490,3043770001,17,884_ashford_street,11207,5,19,60,42,3324274,3033410001,32,1260_gates_avenue,11221,4,54,37,3326137,3033340001,365_wilson_avenue,53,3338493,2049050001,33,1141_226th_drive,10466,16,83,2094164,1020160060,6,2651_a_c_powell_boulevard,10039,30,09,1084139,3033150001,2,140_menahan_street,3394310,3014710061,1747_saint_johns_place,11233,55,41,3014700160,1679_saint_johns_place,3392746,3014700015,1720a_sterling_place,3348327,3014710014,1790b_sterling_place,3393524,3014390010,2020_pacific_street,3038674,1020150005,164_west_147th_street,1079768,2026800001,1113_prospect_avenue,10459,79,2091984,3013410001,1605_dean_street,11213,20,3324581,3021400026,195_division_avenue,11211,3251681,3030260001,161_scholes_street,11206,3344974,3030240001,112_maujer_street,3327882,3030250046,247_graham_avenue,3327884
EDENWALD,BRONX,2,057,6/27/2023,11,2049050001,28,M,1138 229TH DRIVE SOUTH,10466,12,16,36,83,12,2097991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EDENWALD,BRONX,2,057,6/27/2023,11,2049050001,29,M,1154 229TH DRIVE SOUTH,10466,12,16,36,83,12,2094168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EDENWALD,BRONX,2,057,6/27/2023,11,2049050001,3,M,3861 BAYCHESTER AVENUE,10466,12,16,36,83,12,2094141,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EDENWALD,BRONX,2,057,6/27/2023,11,2049050001,3,M,3865 BAYCHESTER AVENUE,10466,12,16,36,83,12,2094141,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EDENWALD,BRONX,2,057,6/27/2023,11,2049050001,30,M,1160 229TH DRIVE SOUTH,10466,12,16,36,83,12,2094169,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EDENWALD,BRONX,2,057,6/27/2023,11,2049050001,31,M,1187 226TH DRIVE,10466,12,16,36,83,12,2094166,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EDENWALD,BRONX,2,057,6/27/2023,11,2049050001,31,M,1183 226TH DRIVE,10466,12,16,36,83,12,2094166,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EDENWALD,BRONX,2,057,6/27/2023,11,2049050001,32,M,1169 226TH DRIVE,10466,12,16,36,83,12,2094165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EDENWALD,BRONX,2,057,6/27/2023,11,2049050001,32,M,1165 226TH DRIVE,10466,12,16,36,83,12,2094165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EDENWALD,BRONX,2,057,6/27/2023,11,2049050001,33,,1151 226TH DRIVE,10466,12,16,36,83,12,2094164,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EDENWALD,BRONX,2,057,6/27/2023,11,2049050001,33,M,1145 226TH DRIVE,10466,12,16,36,83,12,2094164,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FENIMORE-LEFFERTS,BROOKLYN,36,205,11/28/2023,12,,,M,,,,,,,,,,12,,,,,,,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2049050001,34,1131 226TH DRIVE,10466,16,83,2094163,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FENIMORE-LEFFERTS,BROOKLYN,36,205,11/28/2023,12,,,M,,,,,,,,,,12,,,,,,,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2049050001,34,1135 226TH DRIVE,10466,16,83,2094163,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FENIMORE-LEFFERTS,BROOKLYN,36,205,11/28/2023,12,,,M,,,,,,,,,,12,,,,,,,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2049050001,35,4000 LACONIA AVENUE,10466,16,83,2094171,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FENIMORE-LEFFERTS,BROOKLYN,36,205,11/28/2023,12,,,M,,,,,,,,,,12,,,,,,,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2049050001,35,4010 LACONIA AVENUE,10466,16,83,2094171,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FENIMORE-LEFFERTS,BROOKLYN,36,205,11/28/2023,12,,,M,,,,,,,,,,12,,,,,,,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2049050001,36,1115 EAST 225TH STREET,10466,16,83,2094172,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FENIMORE-LEFFERTS,BROOKLYN,36,205,11/28/2023,12,,,M,,,,,,,,,,12,,,,,,,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2049050001,36,1121 EAST 225TH STREET,10466,16,83,2094172,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FENIMORE-LEFFERTS,BROOKLYN,36,205,11/28/2023,12,,,M,,,,,,,,,,12,,,,,,,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2049050001,37,1138 226TH DRIVE,10466,16,83,2094173,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FENIMORE-LEFFERTS,BROOKLYN,36,205,11/28/2023,12,,,M,,,,,,,,,,12,,,,,,,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2049050001,37,1130 226TH DRIVE,10466,16,83,2094173,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FENIMORE-LEFFERTS,BROOKLYN,36,205,11/28/2023,12,,,M,,,,,,,,,,12,,,,,,,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2049050001,38,1155 EAST 225TH STREET,10466,16,83,2094176,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FENIMORE-LEFFERTS,BROOKLYN,36,205,11/28/2023,12,,,M,,,,,,,,,,12,,,,,,,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2049050001,38,1161 EAST 225TH STREET,10466,16,83,2094176,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FENIMORE-LEFFERTS,BROOKLYN,36,205,11/28/2023,12,,,M,,,,,,,,,,12,,,,,,,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2049050001,39,1181 EAST 225TH STREET,10466,16,83,2094177,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FENIMORE-LEFFERTS,BROOKLYN,36,205,11/28/2023,12,,,M,,,,,,,,,,12,,,,,,,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2049050001,39,1175 EAST 225TH STREET,10466,16,83,2094177,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FENIMORE-LEFFERTS,BROOKLYN,36,205,11/28/2023,12,,,M,,,,,,,,,,12,,,,,,,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2049050001,4,3841 BAYCHESTER AVENUE,10466,16,83,2094140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FENIMORE-LEFFERTS,BROOKLYN,36,205,11/28/2023,12,,,M,,,,,,,,,,12,,,,,,,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2049050001,4,3845 BAYCHESTER AVENUE,10466,16,83,2094140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FENIMORE-LEFFERTS,BROOKLYN,36,205,11/28/2023,12,,,M,,,,,,,,,,12,,,,,,,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2049050001,40,1195 EAST 225TH STREET,10466,16,83,2094174,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FENIMORE-LEFFERTS,BROOKLYN,36,205,11/28/2023,12,,,M,,,,,,,,,,12,,,,,,,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2049050001,40,1855 SCHIEFFELIN AVENUE,10466,16,83,2094174,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FENIMORE-LEFFERTS,BROOKLYN,36,205,11/28/2023,12,,,,,,,,,,,,,12,,,,,,,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2049050001,41,1140 EAST 229TH STREET,10466,16,83,2094178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FENIMORE-LEFFERTS,BROOKLYN,36,205,11/28/2023,12,,,,,,,,,,,,,12,,,,,,,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2049050001,41,1150 EAST 229TH STREET,10466,16,83,2094178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FENIMORE-LEFFERTS,BROOKLYN,36,205,11/28/2023,12,,,,,,,,,,,,,12,,,,,,,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2049050001,42,1149GAR 229TH DRIVE NORTH,10466,16,83,2112989,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FENIMORE-LEFFERTS,BROOKLYN,36,205,11/28/2023,12,,,M,,,,,,,,,,12,,,,,,,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2049050001,5,1981 SCHIEFFELIN AVENUE,10466,16,83,2094138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FENIMORE-LEFFERTS,BROOKLYN,36,205,11/28/2023,12,,,M,,,,,,,,,,12,,,,,,,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2049050001,5,1985 SCHIEFFELIN AVENUE,10466,16,83,2094138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FENIMORE-LEFFERTS,BROOKLYN,36,205,11/28/2023,12,,,M,,,,,,,,,,12,,,,,,,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2049050001,6,1961 SCHIEFFELIN AVENUE,10466,16,83,2094137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FENIMORE-LEFFERTS,BROOKLYN,36,205,11/28/2023,12,,,M,,,,,,,,,,12,,,,,,,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2049050001,6,1965 SCHIEFFELIN AVENUE,10466,16,83,2094137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FENIMORE-LEFFERTS,BROOKLYN,36,205,11/28/2023,12,,,M,,,,,,,,,,12,,,,,,,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2049050001,7,1173 229TH DRIVE NORTH,10466,16,83,2094139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FENIMORE-LEFFERTS,BROOKLYN,36,205,11/28/2023,12,,,M,,,,,,,,,,12,,,,,,,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2049050001,8,1159 229TH DRIVE NORTH,10466,16,83,2094145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FENIMORE-LEFFERTS,BROOKLYN,36,205,11/28/2023,12,,,,,,,,,,,,,12,,,,,,,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2049050001,8,1161 229TH DRIVE NORTH,10466,16,83,2094145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FENIMORE-LEFFERTS,BROOKLYN,36,205,11/28/2023,12,,,M,,,,,,,,,,12,,,,,,,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2049050001,9,1147 229TH DRIVE NORTH,10466,16,83,2094144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FENIMORE-LEFFERTS,BROOKLYN,36,205,11/28/2023,12,,,M,,,,,,,,,,12,,,,,,,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2049050001,9,1149 229TH DRIVE NORTH,10466,16,83,2094144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FENIMORE-LEFFERTS,BROOKLYN,36,205,11/28/2023,12,3048180136,1,M,752 FENIMORE STREET,11203,9,09,20,43,40,3107388,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FENIMORE-LEFFERTS,BROOKLYN,36,205,11/28/2023,12,3048180027,10,M,730 FENIMORE STREET,11203,9,09,20,43,40,3107349,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FENIMORE-LEFFERTS,BROOKLYN,36,205,11/28/2023,12,3048180026,11,M,728 FENIMORE STREET,11203,9,09,20,43,40,3107348,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FENIMORE-LEFFERTS,BROOKLYN,36,205,11/28/2023,12,3048180025,12,M,726 FENIMORE STREET,11203,9,09,20,43,40,3107347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FENIMORE-LEFFERTS,BROOKLYN,36,205,11/28/2023,12,3013300007,13,M,334 LEFFERTS AVENUE,11225,9,09,20,43,40,3035394,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FENIMORE-LEFFERTS,BROOKLYN,36,205,11/28/2023,12,3013300008,14,M,336 LEFFERTS AVENUE,11225,9,09,20,43,40,3035395,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FENIMORE-LEFFERTS,BROOKLYN,36,205,11/28/2023,12,3013300009,15,M,338 LEFFERTS AVENUE,11225,9,09,20,43,40,3035396,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FENIMORE-LEFFERTS,BROOKLYN,36,205,11/28/2023,12,3013300010,16,M,340 LEFFERTS AVENUE,11225,9,09,20,43,40,3035397,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FENIMORE-LEFFERTS,BROOKLYN,36,205,11/28/2023,12,3013300011,17,M,342 LEFFERTS AVENUE,11225,9,09,20,43,40,3035398,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FENIMORE-LEFFERTS,BROOKLYN,36,205,11/28/2023,12,3013300012,18,M,344 LEFFERTS AVENUE,11225,9,09,20,43,40,3035399,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FENIMORE-LEFFERTS,BROOKLYN,36,205,11/28/2023,12,3048180135,2,M,750 FENIMORE STREET,11203,9,09,20,43,40,3107387,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FENIMORE-LEFFERTS,BROOKLYN,36,205,11/28/2023,12,3048180134,3,M,748 FENIMORE STREET,11203,9,09,20,43,40,3107386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FENIMORE-LEFFERTS,BROOKLYN,36,205,11/28/2023,12,3048180133,4,M,746 FENIMORE STREET,11203,9,09,20,43,40,3107385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FENIMORE-LEFFERTS,BROOKLYN,36,205,11/28/2023,12,3048180033,5,M,742 FENIMORE STREET,11203,9,09,20,43,40,3107354,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FENIMORE-LEFFERTS,BROOKLYN,36,205,11/28/2023,12,3048180031,6,M,740 FENIMORE STREET,11203,9,09,20,43,40,3107353,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FENIMORE-LEFFERTS,BROOKLYN,36,205,11/28/2023,12,3048180030,7,M,738 FENIMORE STREET,11203,9,09,20,43,40,3107352,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FENIMORE-LEFFERTS,BROOKLYN,36,205,11/28/2023,12,3048180029,8,M,736 FENIMORE STREET,11203,9,09,20,43,40,3107351,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FENIMORE-LEFFERTS,BROOKLYN,36,205,11/28/2023,12,3048180028,9,M,732 FENIMORE STREET,11203,9,09,20,43,40,3107350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FIORENTINO PLAZA,BROOKLYN,160,207,12/28/2021,13,3037240027,,,260 BRADFORD STREET,11207,5,08,19,54,42,3000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FIORENTINO PLAZA,BROOKLYN,160,207,12/28/2021,13,3037250001,10,M,320 MILLER AVENUE,11207,5,08,19,54,42,3327009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FIORENTINO PLAZA,BROOKLYN,160,207,12/28/2021,13,3039930001,11,M,2211 PITKIN AVENUE,11207,5,08,19,54,42,3328463,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FIORENTINO PLAZA,BROOKLYN,160,207,12/28/2021,13,3039930001,12,M,2215 PITKIN AVENUE,11207,5,08,19,54,42,3328464,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FIORENTINO PLAZA,BROOKLYN,160,207,12/28/2021,13,3039930001,13,M,2221 PITKIN AVENUE,11207,5,08,19,54,42,3328465,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FIORENTINO PLAZA,BROOKLYN,160,207,12/28/2021,13,3039930001,13,M,2219 PITKIN AVENUE,11207,5,08,19,54,42,3328465,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FIORENTINO PLAZA,BROOKLYN,160,207,12/28/2021,13,3037240029,6,M,2155 PITKIN AVENUE,11207,5,08,19,54,42,3336980,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FIORENTINO PLAZA,BROOKLYN,160,207,12/28/2021,13,3037240029,7,M,2165 PITKIN AVENUE,11207,5,08,19,54,42,3336981,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FIORENTINO PLAZA,BROOKLYN,160,207,12/28/2021,13,3037250001,8,M,2189 PITKIN AVENUE,11207,5,08,19,54,42,3327012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
